month,narrative,reporter_code,true_theme
7,shackle employee was handrail slip wet surface mud work was stopped investigation initiated cable,slips_trips,slips_trips
7,wet surface stairs employee was pinch work was stopped footing mud during routine operations handrail,slips_trips,slips_trips
7,swing banksman crane work was stopped employee was lift rigging reported to supervisor sling,lifting_ops,lifting_ops
7,walkway at the facility slip footing employee was investigation initiated trip stairs exposure,slips_trips,slips_trips
7,wrench glove no injury sustained during routine operations investigation initiated tagline caught between laceration finger,hand_injuries,hand_injuries
7,banksman lift investigation initiated tagline footing sling crane reported to supervisor at the facility,lifting_ops,lifting_ops
7,handrail work was stopped shackle load reported to supervisor lifting plan first aid administered banksman sling,vehicle_incidents,lifting_ops
7,point reported to supervisor pedestrian spotter speed forklift investigation initiated no injury sustained collision,vehicle_incidents,vehicle_incidents
7,caught between first aid administered work was stopped point hand housekeeping pinch no injury sustained glove,hand_injuries,hand_injuries
7,chemical splash work was stopped first aid administered skin contact banksman sds investigation initiated eyewash,chemical_exposure,chemical_exposure
7,pedestrian spotter collision no injury sustained reported to supervisor speed spotter vehicle at the facility,dropped_objects,vehicle_incidents
7,finger eyewash chemical corrosive splash investigation initiated during routine operations goggles reported to supervisor,dropped_objects,chemical_exposure
7,finger seatbelt forklift reversing at the facility collision speed reported to supervisor employee was,vehicle_incidents,vehicle_incidents
7,spotter seatbelt vehicle forklift vehicle reported to supervisor work was stopped speed investigation initiated,vehicle_incidents,vehicle_incidents
7,vapor goggles reported to supervisor chemical splash splash first aid administered at the facility eyewash,chemical_exposure,chemical_exposure
7,wrench forklift work was stopped collision investigation initiated blind spot vehicle reversing reported to supervisor,vehicle_incidents,vehicle_incidents
7,reported to supervisor pinch point employee was valve handwheel speed caught between first aid administered finger,hand_injuries,hand_injuries
7,investigation initiated slip no injury sustained footing stairs trip employee was walkway mud,slips_trips,slips_trips
7,dropped no injury sustained work was stopped object impact scaffold barricade investigation initiated sds,dropped_objects,dropped_objects
7,tagline first aid administered load sling work was stopped reported to supervisor crane sling banksman,lifting_ops,lifting_ops
7,stairs reported to supervisor footing employee was slip at the facility handrail housekeeping laceration,slips_trips,slips_trips
7,at the facility lanyard deck below height tool during routine operations barricade first aid administered object,dropped_objects,dropped_objects
7,tool scaffold mud height lanyard work was stopped first aid administered impact reported to supervisor,dropped_objects,dropped_objects
7,lifting plan at the facility during routine operations employee was tagline crane rigging lift pedestrian,dropped_objects,lifting_ops
7,dropped object at the facility reported to supervisor barricade fell impact deck below employee was,vehicle_incidents,dropped_objects
8,scaffold employee was object impact barricade first aid administered tool investigation initiated stairs,vehicle_incidents,dropped_objects
8,height fell first aid administered employee was valve handwheel barricade impact lanyard investigation initiated,dropped_objects,dropped_objects
8,mud trip stairs at the facility tool wet surface no injury sustained walkway employee was,vehicle_incidents,slips_trips
8,at the facility valve handwheel laceration finger point pinch work was stopped during routine operations pinch,hand_injuries,hand_injuries
8,trip investigation initiated no injury sustained footing first aid administered wet surface mud walkway cable,slips_trips,slips_trips
8,blind spot investigation initiated seatbelt forklift reversing spotter no injury sustained speed first aid administered,vehicle_incidents,vehicle_incidents
8,banksman reported to supervisor lifting plan deck below load sling shackle investigation initiated no injury sustained,lifting_ops,lifting_ops
8,scaffold no injury sustained handrail trip work was stopped mud footing housekeeping at the facility,lifting_ops,slips_trips
8,no injury sustained investigation initiated chemical eyewash acid skin contact at the facility goggles exposure,chemical_exposure,chemical_exposure
8,at the facility vapor reported to supervisor splash during routine operations exposure reversing sds eyewash,chemical_exposure,chemical_exposure
8,first aid administered during routine operations pedestrian seatbelt collision at the facility blind spot chemical vehicle,chemical_exposure,vehicle_incidents
8,finger load during routine operations valve handwheel employee was pinch glove wrench work was stopped,hand_injuries,hand_injuries
8,barricade slip object investigation initiated dropped reported to supervisor employee was impact scaffold,dropped_objects,dropped_objects
8,wrench caught between first aid administered hand no injury sustained pinch rigging investigation initiated finger,hand_injuries,hand_injuries
8,laceration employee was valve handwheel pinch work was stopped at the facility height finger wrench,hand_injuries,hand_injuries
8,deck below barricade impact first aid administered dropped load tool reported to supervisor work was stopped,dropped_objects,dropped_objects
8,splash first aid administered chemical investigation initiated vapor goggles skin contact at the facility goggles,chemical_exposure,chemical_exposure
8,employee was pedestrian blind spot seatbelt collision investigation initiated spotter reported to supervisor banksman,vehicle_incidents,vehicle_incidents
8,skin contact no injury sustained reported to supervisor work was stopped corrosive shackle vapor exposure splash,chemical_exposure,chemical_exposure
8,valve handwheel glove during routine operations reported to supervisor cable work was stopped finger point pinch,hand_injuries,hand_injuries
8,lift lifting plan rigging tagline sling employee was reported to supervisor investigation initiated height,dropped_objects,lifting_ops
8,employee was eyewash reported to supervisor sds skin contact chemical acid during routine operations splash,chemical_exposure,chemical_exposure
8,vehicle no injury sustained employee was at the facility reversing hand forklift spotter seatbelt,vehicle_incidents,vehicle_incidents
8,reported to supervisor collision vehicle spotter at the facility speed laceration forklift work was stopped,vehicle_incidents,vehicle_incidents
8,first aid administered collision exposure vehicle during routine operations seatbelt spotter pedestrian work was stopped,vehicle_incidents,vehicle_incidents
8,investigation initiated mud wet surface stairs slip first aid administered cable trip at the facility,lifting_ops,slips_trips
8,at the facility employee was goggles splash corrosive work was stopped skin contact lifting plan acid,chemical_exposure,chemical_exposure
8,spotter during routine operations pedestrian exposure first aid administered reversing no injury sustained speed forklift,lifting_ops,vehicle_incidents
8,scaffold trip impact at the facility first aid administered barricade during routine operations deck below tool,dropped_objects,dropped_objects
8,hand lanyard object tool dropped height during routine operations reported to supervisor employee was,chemical_exposure,dropped_objects
8,pedestrian work was stopped blind spot collision reported to supervisor deck below at the facility speed vehicle,dropped_objects,vehicle_incidents
8,height during routine operations tool first aid administered speed reported to supervisor object lanyard impact,dropped_objects,dropped_objects
8,spotter reported to supervisor corrosive no injury sustained acid goggles first aid administered sds exposure,chemical_exposure,chemical_exposure
8,impact deck below work was stopped height tool fell sling no injury sustained reported to supervisor,dropped_objects,dropped_objects
8,dropped work was stopped employee was scaffold deck below splash height object at the facility,dropped_objects,dropped_objects
8,no injury sustained eyewash employee was chemical during routine operations sds shackle splash acid,chemical_exposure,chemical_exposure
8,spotter pedestrian swing during routine operations reversing speed investigation initiated seatbelt reported to supervisor,slips_trips,vehicle_incidents
8,first aid administered blind spot vehicle work was stopped seatbelt investigation initiated pinch reversing speed,vehicle_incidents,vehicle_incidents
8,work was stopped wrench point finger handrail at the facility glove first aid administered pinch,hand_injuries,hand_injuries
8,pedestrian seatbelt vehicle collision first aid administered employee was reported to supervisor vapor spotter,vehicle_incidents,vehicle_incidents
8,no injury sustained eyewash corrosive during routine operations sds at the facility chemical chemical splash,chemical_exposure,chemical_exposure
8,barricade first aid administered collision scaffold fell during routine operations height deck below employee was,dropped_objects,dropped_objects
8,no injury sustained footing chemical employee was mud reported to supervisor cable walkway housekeeping,slips_trips,slips_trips
8,swing reported to supervisor lift at the facility lifting plan tagline crane during routine operations load,lifting_ops,lifting_ops
8,first aid administered splash sds reported to supervisor corrosive chemical investigation initiated vapor barricade,chemical_exposure,chemical_exposure
8,pedestrian acid no injury sustained during routine operations speed collision blind spot employee was spotter,vehicle_incidents,vehicle_incidents
8,employee was pinch tool reported to supervisor laceration hand finger at the facility glove,slips_trips,hand_injuries
8,speed forklift investigation initiated vehicle during routine operations at the facility spotter collision chemical,chemical_exposure,vehicle_incidents
8,sling reported to supervisor skin contact sds exposure splash vapor investigation initiated first aid administered,chemical_exposure,chemical_exposure
8,rigging investigation initiated forklift vehicle pedestrian collision seatbelt no injury sustained during routine operations,vehicle_incidents,vehicle_incidents
9,first aid administered wet surface during routine operations mud walkway slip handrail no injury sustained vapor,chemical_exposure,slips_trips
9,work was stopped finger dropped valve handwheel reported to supervisor wrench during routine operations pinch hand,hand_injuries,hand_injuries
9,at the facility seatbelt vehicle reversing speed during routine operations first aid administered impact spotter,vehicle_incidents,vehicle_incidents
9,sds goggles exposure at the facility employee was investigation initiated corrosive vapor eyewash,chemical_exposure,chemical_exposure
9,at the facility pedestrian footing spotter forklift work was stopped investigation initiated reversing vehicle,vehicle_incidents,vehicle_incidents
9,work was stopped no injury sustained valve handwheel hand wet surface point pinch wrench reported to supervisor,hand_injuries,hand_injuries
9,reversing employee was pedestrian investigation initiated pedestrian forklift blind spot vehicle no injury sustained,vehicle_incidents,vehicle_incidents
9,reported to supervisor splash at the facility wet surface cable stairs footing work was stopped handrail,slips_trips,slips_trips
9,glove speed investigation initiated reported to supervisor at the facility hand wrench point pinch,hand_injuries,hand_injuries
9,point scaffold lanyard tool dropped investigation initiated deck below work was stopped no injury sustained,dropped_objects,dropped_objects
9,first aid administered acid at the facility shackle reported to supervisor sling swing lift banksman,hand_injuries,lifting_ops
9,skin contact eyewash corrosive chemical work was stopped acid walkway investigation initiated first aid administered,chemical_exposure,chemical_exposure
9,object lifting plan impact tool scaffold first aid administered fell work was stopped employee was,dropped_objects,dropped_objects
9,tagline crane lift shackle first aid administered hand at the facility investigation initiated swing,lifting_ops,lifting_ops
9,during routine operations sds eyewash no injury sustained chemical skin contact reported to supervisor spotter corrosive,chemical_exposure,chemical_exposure
9,shackle during routine operations crane investigation initiated point reported to supervisor lifting plan swing rigging,lifting_ops,lifting_ops
9,footing during routine operations pinch stairs mud employee was trip first aid administered cable,slips_trips,slips_trips
9,eyewash employee was caught between chemical acid at the facility exposure splash reported to supervisor,chemical_exposure,chemical_exposure
9,forklift speed work was stopped vehicle blind spot collision seatbelt first aid administered no injury sustained,vehicle_incidents,vehicle_incidents
9,sds wrench point caught between employee was finger glove at the facility first aid administered,hand_injuries,hand_injuries
9,height mud housekeeping first aid administered trip stairs slip no injury sustained at the facility,slips_trips,slips_trips
9,at the facility slip object employee was reported to supervisor dropped height barricade tool,dropped_objects,dropped_objects
9,valve handwheel glove laceration pinch at the facility during routine operations caught between reported to supervisor hand,hand_injuries,hand_injuries
9,swing exposure employee was first aid administered vapor goggles no injury sustained splash chemical,chemical_exposure,chemical_exposure
9,investigation initiated skin contact chemical goggles at the facility first aid administered forklift vapor eyewash,hand_injuries,chemical_exposure
9,slip no injury sustained barricade investigation initiated scaffold during routine operations lanyard object deck below,dropped_objects,dropped_objects
9,caught between investigation initiated laceration glove work was stopped point valve handwheel first aid administered pinch,hand_injuries,hand_injuries
9,exposure acid corrosive sds investigation initiated skin contact first aid administered no injury sustained glove,chemical_exposure,chemical_exposure
9,no injury sustained impact dropped lanyard reported to supervisor fell deck below investigation initiated caught between,dropped_objects,dropped_objects
9,sling trip work was stopped employee was stairs wet surface slip handrail investigation initiated,slips_trips,slips_trips
9,seatbelt stairs employee was blind spot collision forklift first aid administered vehicle investigation initiated,vehicle_incidents,vehicle_incidents
9,investigation initiated reversing caught between employee was hand finger point valve handwheel at the facility,hand_injuries,hand_injuries
9,glove reversing valve handwheel employee was point reported to supervisor hand investigation initiated wrench,slips_trips,hand_injuries
9,skin contact vapor corrosive acid at the facility wet surface exposure employee was no injury sustained,chemical_exposure,chemical_exposure
9,slip at the facility no injury sustained walkway handrail handrail housekeeping investigation initiated trip,slips_trips,slips_trips
9,laceration wrench investigation initiated dropped first aid administered valve handwheel employee was hand glove,dropped_objects,hand_injuries
9,trip housekeeping walkway during routine operations investigation initiated cable stairs finger employee was,slips_trips,slips_trips
9,finger glove work was stopped valve handwheel banksman reported to supervisor investigation initiated hand laceration,lifting_ops,hand_injuries
9,load sling shackle lift no injury sustained during routine operations at the facility wrench crane,lifting_ops,lifting_ops
9,footing housekeeping chemical first aid administered cable slip during routine operations handrail no injury sustained,slips_trips,slips_trips
9,point pinch glove wrench splash reported to supervisor first aid administered laceration at the facility,hand_injuries,hand_injuries
9,work was stopped valve handwheel deck below impact during routine operations first aid administered height lanyard scaffold,dropped_objects,dropped_objects
9,investigation initiated acid skin contact housekeeping exposure employee was during routine operations goggles sds,chemical_exposure,chemical_exposure
9,impact investigation initiated forklift deck below employee was lanyard work was stopped dropped tool,dropped_objects,dropped_objects
9,pedestrian investigation initiated forklift at the facility stairs no injury sustained blind spot reversing vehicle,vehicle_incidents,vehicle_incidents
9,lanyard object fell employee was work was stopped dropped during routine operations skin contact tool,dropped_objects,dropped_objects
9,lanyard deck below no injury sustained impact object load reported to supervisor height investigation initiated,hand_injuries,dropped_objects
9,employee was at the facility spotter pedestrian seatbelt vehicle forklift no injury sustained lifting plan,vehicle_incidents,vehicle_incidents
9,load first aid administered reported to supervisor deck below swing lift at the facility lifting plan crane,lifting_ops,lifting_ops
9,investigation initiated employee was lanyard seatbelt scaffold at the facility height deck below barricade,dropped_objects,dropped_objects
10,at the facility work was stopped crane during routine operations banksman deck below rigging lifting plan tagline,lifting_ops,lifting_ops
10,reported to supervisor lifting plan corrosive no injury sustained first aid administered sds goggles eyewash exposure,chemical_exposure,chemical_exposure
10,work was stopped height collision scaffold fell tool first aid administered employee was deck below,dropped_objects,dropped_objects
10,vehicle work was stopped blind spot banksman collision at the facility investigation initiated seatbelt reversing,vehicle_incidents,vehicle_incidents
10,barricade mud impact deck below scaffold height during routine operations work was stopped no injury sustained,dropped_objects,dropped_objects
10,tagline finger glove at the facility first aid administered no injury sustained hand valve handwheel pinch,hand_injuries,hand_injuries
10,first aid administered vehicle skin contact during routine operations spotter speed collision no injury sustained blind spot,vehicle_incidents,vehicle_incidents
10,spotter blind spot employee was speed vehicle collision work was stopped forklift no injury sustained,vehicle_incidents,vehicle_incidents
10,investigation initiated footing tool housekeeping no injury sustained cable mud at the facility wet surface,slips_trips,slips_trips
10,investigation initiated glove wrench employee was hand finger point reported to supervisor exposure,hand_injuries,hand_injuries
10,at the facility collision reversing reported to supervisor vehicle investigation initiated forklift tagline blind spot,vehicle_incidents,vehicle_incidents
10,point exposure at the facility first aid administered wrench laceration finger investigation initiated pinch,hand_injuries,hand_injuries
10,fell dropped investigation initiated no injury sustained height lanyard pinch scaffold first aid administered,slips_trips,dropped_objects
10,pedestrian fell first aid administered speed during routine operations at the facility vehicle seatbelt spotter,slips_trips,vehicle_incidents
10,speed spotter first aid administered forklift vehicle work was stopped tool blind spot no injury sustained,vehicle_incidents,vehicle_incidents
10,load tool lanyard object work was stopped scaffold height no injury sustained employee was,dropped_objects,dropped_objects
10,during routine operations employee was rigging height tool object no injury sustained lanyard scaffold,slips_trips,dropped_objects
10,no injury sustained scaffold impact barricade lanyard tool dropped employee was at the facility,lifting_ops,dropped_objects
10,employee was wrench barricade investigation initiated work was stopped hand point glove laceration,hand_injuries,hand_injuries
10,tool lanyard employee was height scaffold reported to supervisor investigation initiated object dropped,dropped_objects,dropped_objects
10,swing during routine operations employee was lifting plan tagline rigging reported to supervisor shackle load,lifting_ops,lifting_ops
10,first aid administered sling investigation initiated shackle tagline crane at the facility housekeeping banksman,lifting_ops,lifting_ops
10,blind spot employee was work was stopped forklift fell reversing vehicle during routine operations collision,vehicle_incidents,vehicle_incidents
10,caught between exposure skin contact investigation initiated employee was goggles work was stopped sds splash,chemical_exposure,chemical_exposure
10,pedestrian reversing forklift reported to supervisor speed collision employee was vehicle work was stopped,vehicle_incidents,vehicle_incidents
10,sling investigation initiated swing rigging lifting plan shackle sling work was stopped at the facility,lifting_ops,lifting_ops
10,dropped splash first aid administered object lanyard during routine operations scaffold fell work was stopped,dropped_objects,dropped_objects
10,hand blind spot seatbelt forklift work was stopped speed reported to supervisor reversing during routine operations,slips_trips,vehicle_incidents
10,reported to supervisor wrench employee was housekeeping valve handwheel caught between laceration pinch investigation initiated,hand_injuries,hand_injuries
10,stairs valve handwheel housekeeping trip mud reported to supervisor footing first aid administered during routine operations,slips_trips,slips_trips
10,reversing speed reported to supervisor work was stopped pedestrian finger investigation initiated seatbelt blind spot,vehicle_incidents,vehicle_incidents
10,splash during routine operations exposure first aid administered eyewash impact vapor goggles reported to supervisor,chemical_exposure,chemical_exposure
10,banksman investigation initiated slip crane tagline employee was lift load during routine operations,chemical_exposure,lifting_ops
10,cable footing slip laceration trip no injury sustained wet surface work was stopped first aid administered,slips_trips,slips_trips
10,investigation initiated pinch wrench at the facility employee was laceration lift point caught between,hand_injuries,hand_injuries
10,no injury sustained during routine operations walkway stairs first aid administered cable slip eyewash wet surface,hand_injuries,slips_trips
10,cable slip first aid administered reported to supervisor footing walkway rigging wet surface no injury sustained,hand_injuries,slips_trips
10,pinch work was stopped glove caught between valve handwheel acid at the facility first aid administered laceration,hand_injuries,hand_injuries
10,tool exposure no injury sustained skin contact acid sds splash employee was first aid administered,vehicle_incidents,chemical_exposure
10,lift load employee was tagline during routine operations first aid administered rigging swing shackle,lifting_ops,lifting_ops
10,employee was investigation initiated at the facility rigging load lift pinch sling shackle,lifting_ops,lifting_ops
10,employee was finger pinch sds during routine operations valve handwheel hand wrench work was stopped,hand_injuries,hand_injuries
10,hand wrench finger during routine operations reported to supervisor caught between first aid administered sling glove,hand_injuries,hand_injuries
10,tool scaffold employee was lanyard at the facility chemical investigation initiated height fell,hand_injuries,dropped_objects
10,work was stopped no injury sustained wet surface housekeeping first aid administered walkway footing stairs mud,slips_trips,slips_trips
10,scaffold point valve handwheel laceration work was stopped finger at the facility reported to supervisor wrench,chemical_exposure,hand_injuries
10,first aid administered goggles investigation initiated sds skin contact splash vapor at the facility splash,chemical_exposure,chemical_exposure
10,acid skin contact investigation initiated acid sds chemical vapor work was stopped during routine operations,vehicle_incidents,chemical_exposure
10,reversing fell at the facility reported to supervisor no injury sustained forklift spotter vehicle seatbelt,dropped_objects,vehicle_incidents
10,banksman shackle trip tagline employee was rigging at the facility work was stopped swing,lifting_ops,lifting_ops
11,eyewash height vapor sds work was stopped no injury sustained investigation initiated corrosive splash,chemical_exposure,chemical_exposure
11,investigation initiated vapor corrosive reversing no injury sustained skin contact during routine operations goggles splash,chemical_exposure,chemical_exposure
11,blind spot first aid administered work was stopped lifting plan pedestrian reported to supervisor spotter forklift vehicle,hand_injuries,vehicle_incidents
11,swing shackle during routine operations spotter employee was lifting plan load no injury sustained tagline,lifting_ops,lifting_ops
11,reported to supervisor lifting plan seatbelt rigging tagline during routine operations lift work was stopped shackle,lifting_ops,lifting_ops
11,stairs footing walkway first aid administered no injury sustained investigation initiated handrail trip glove,lifting_ops,slips_trips
11,employee was reported to supervisor shackle lift load crane pedestrian work was stopped sling,lifting_ops,lifting_ops
11,slip exposure employee was vapor during routine operations reported to supervisor goggles eyewash acid,vehicle_incidents,chemical_exposure
11,sds work was stopped goggles employee was no injury sustained caught between acid skin contact exposure,chemical_exposure,chemical_exposure
11,seatbelt first aid administered no injury sustained work was stopped collision reversing speed vehicle blind spot,vehicle_incidents,vehicle_incidents
11,investigation initiated tagline crane banksman sling tagline load reported to supervisor employee was,lifting_ops,lifting_ops
11,valve handwheel pedestrian blind spot seatbelt employee was spotter forklift first aid administered at the facility,hand_injuries,vehicle_incidents
11,banksman tagline load rigging shackle lift investigation initiated no injury sustained work was stopped,lifting_ops,lifting_ops
11,first aid administered shackle lifting plan work was stopped goggles sling no injury sustained tagline rigging,lifting_ops,lifting_ops
11,lift sling no injury sustained crane employee was scaffold tagline reported to supervisor swing,lifting_ops,lifting_ops
11,investigation initiated wrench corrosive at the facility goggles exposure chemical acid work was stopped,chemical_exposure,chemical_exposure
11,first aid administered during routine operations finger sds splash chemical at the facility eyewash vapor,lifting_ops,chemical_exposure
11,at the facility load no injury sustained shackle banksman lift slip work was stopped lifting plan,vehicle_incidents,lifting_ops
11,at the facility employee was glove during routine operations chemical vapor acid splash corrosive,chemical_exposure,chemical_exposure
11,wrench point pinch at the facility during routine operations caught between employee was valve handwheel finger,hand_injuries,hand_injuries
11,height investigation initiated fell impact no injury sustained crane scaffold employee was deck below,dropped_objects,dropped_objects
11,seatbelt no injury sustained wrench spotter pedestrian employee was forklift investigation initiated vehicle,dropped_objects,vehicle_incidents
11,trip scaffold housekeeping cable footing during routine operations stairs investigation initiated work was stopped,dropped_objects,slips_trips
11,lanyard wrench point during routine operations finger glove valve handwheel no injury sustained employee was,hand_injuries,hand_injuries
11,banksman lifting plan sling swing reported to supervisor work was stopped fell load employee was,vehicle_incidents,lifting_ops
11,collision speed pedestrian seatbelt employee was investigation initiated handrail at the facility reversing,lifting_ops,vehicle_incidents
11,first aid administered work was stopped during routine operations caught between finger wrench object pinch point,dropped_objects,hand_injuries
11,splash sling swing work was stopped investigation initiated banksman no injury sustained load crane,lifting_ops,lifting_ops
11,valve handwheel blind spot first aid administered caught between wrench laceration point investigation initiated reported to supervisor,dropped_objects,hand_injuries
11,stairs slip work was stopped first aid administered mud no injury sustained shackle trip housekeeping,slips_trips,slips_trips
11,banksman rigging employee was crane first aid administered shackle tagline sling at the facility,lifting_ops,lifting_ops
11,glove laceration during routine operations employee was blind spot pinch wrench reported to supervisor hand,hand_injuries,hand_injuries
11,deck below barricade lanyard investigation initiated tool employee was object first aid administered caught between,chemical_exposure,dropped_objects
11,point wrench pinch dropped no injury sustained employee was work was stopped caught between laceration,hand_injuries,hand_injuries
11,investigation initiated lift fell reported to supervisor lifting plan swing load at the facility crane,chemical_exposure,lifting_ops
11,no injury sustained barricade height impact fell deck below work was stopped investigation initiated lift,dropped_objects,dropped_objects
11,glove caught between valve handwheel caught between reported to supervisor point at the facility investigation initiated pinch,hand_injuries,hand_injuries
11,caught between laceration first aid administered speed glove wrench pinch no injury sustained investigation initiated,hand_injuries,hand_injuries
11,pedestrian blind spot speed employee was first aid administered pinch vehicle reported to supervisor collision,lifting_ops,vehicle_incidents
11,cable first aid administered work was stopped mud housekeeping corrosive wet surface investigation initiated walkway,dropped_objects,slips_trips
11,banksman load tagline rigging seatbelt lifting plan first aid administered reported to supervisor work was stopped,lifting_ops,lifting_ops
11,height at the facility first aid administered fell scaffold investigation initiated dropped impact splash,lifting_ops,dropped_objects
11,vehicle pedestrian investigation initiated spotter fell collision first aid administered during routine operations forklift,vehicle_incidents,vehicle_incidents
11,lifting plan impact lift first aid administered sling shackle employee was at the facility banksman,lifting_ops,lifting_ops
11,first aid administered caught between no injury sustained glove finger employee was stairs valve handwheel hand,hand_injuries,hand_injuries
11,stairs footing mud at the facility trip hand first aid administered housekeeping no injury sustained,slips_trips,slips_trips
11,forklift reversing stairs seatbelt during routine operations work was stopped employee was blind spot collision,vehicle_incidents,vehicle_incidents
11,work was stopped employee was wrench first aid administered finger caught between hand glove laceration,hand_injuries,hand_injuries
11,reported to supervisor seatbelt spotter reversing at the facility collision first aid administered blind spot wrench,vehicle_incidents,vehicle_incidents
11,goggles acid at the facility chemical reported to supervisor skin contact corrosive seatbelt investigation initiated,chemical_exposure,chemical_exposure
12,reversing first aid administered pedestrian spotter employee was forklift scaffold work was stopped speed,vehicle_incidents,vehicle_incidents
12,first aid administered tagline employee was crane load pinch swing no injury sustained lift,lifting_ops,lifting_ops
12,employee was exposure acid first aid administered splash skin contact work was stopped chemical lifting plan,chemical_exposure,chemical_exposure
12,deck below barricade no injury sustained object lanyard scaffold reported to supervisor at the facility height,dropped_objects,dropped_objects
12,at the facility pedestrian seatbelt reported to supervisor collision forklift spotter during routine operations tagline,vehicle_incidents,vehicle_incidents
12,load chemical during routine operations acid skin contact first aid administered exposure eyewash investigation initiated,chemical_exposure,chemical_exposure
12,glove valve handwheel hand during routine operations caught between reported to supervisor work was stopped pinch handrail,hand_injuries,hand_injuries
12,finger at the facility no injury sustained employee was glove laceration hand vapor wrench,hand_injuries,hand_injuries
12,lanyard fell reported to supervisor scaffold dropped during routine operations impact point first aid administered,lifting_ops,dropped_objects
12,trip first aid administered handrail wet surface work was stopped housekeeping barricade cable investigation initiated,slips_trips,slips_trips
12,sling load swing lift lifting plan splash investigation initiated work was stopped employee was,lifting_ops,lifting_ops
12,splash object work was stopped deck below lanyard scaffold at the facility during routine operations tool,slips_trips,dropped_objects
12,during routine operations investigation initiated housekeeping at the facility height scaffold lanyard impact object,dropped_objects,dropped_objects
12,no injury sustained employee was goggles at the facility chemical sds exposure chemical skin contact,hand_injuries,chemical_exposure
12,at the facility tool fell first aid administered barricade corrosive height object investigation initiated,dropped_objects,dropped_objects
12,reported to supervisor tagline work was stopped load investigation initiated chemical banksman shackle crane,lifting_ops,lifting_ops
12,seatbelt first aid administered during routine operations scaffold employee was tool deck below object dropped,dropped_objects,dropped_objects
12,first aid administered no injury sustained vapor acid at the facility eyewash corrosive sds sds,chemical_exposure,chemical_exposure
12,no injury sustained seatbelt during routine operations forklift at the facility blind spot pedestrian blind spot collision,vehicle_incidents,vehicle_incidents
12,seatbelt work was stopped collision scaffold forklift employee was no injury sustained spotter pedestrian,vehicle_incidents,vehicle_incidents
12,tool at the facility lanyard deck below reported to supervisor scaffold impact rigging no injury sustained,dropped_objects,dropped_objects
12,first aid administered pinch eyewash at the facility sds goggles reported to supervisor skin contact exposure,chemical_exposure,chemical_exposure
12,at the facility during routine operations shackle sling pinch investigation initiated lifting plan crane rigging,lifting_ops,lifting_ops
12,rigging no injury sustained first aid administered banksman tagline lifting plan load reported to supervisor shackle,lifting_ops,lifting_ops
12,shackle load slip investigation initiated sling lifting plan during routine operations employee was banksman,lifting_ops,lifting_ops
12,seatbelt during routine operations spotter pedestrian reversing collision tool reported to supervisor first aid administered,vehicle_incidents,vehicle_incidents
12,tool deck below work was stopped reported to supervisor lanyard barricade impact deck below employee was,dropped_objects,dropped_objects
12,eyewash sds corrosive first aid administered walkway employee was goggles during routine operations chemical,chemical_exposure,chemical_exposure
12,investigation initiated lanyard fell scaffold at the facility object employee was barricade reversing,chemical_exposure,dropped_objects
12,blind spot pedestrian reported to supervisor employee was first aid administered spotter collision speed lanyard,vehicle_incidents,vehicle_incidents
12,scaffold speed fell no injury sustained deck below at the facility dropped investigation initiated barricade,dropped_objects,dropped_objects
12,during routine operations pedestrian collision reversing handrail forklift reported to supervisor seatbelt investigation initiated,vehicle_incidents,vehicle_incidents
12,lift sling rigging shackle during routine operations first aid administered tagline employee was exposure,lifting_ops,lifting_ops
12,first aid administered trip stairs valve handwheel work was stopped cable no injury sustained handrail wet surface,slips_trips,slips_trips
12,housekeeping footing employee was investigation initiated walkway stairs first aid administered shackle cable,slips_trips,slips_trips
12,investigation initiated work was stopped first aid administered tool chemical impact height barricade dropped,dropped_objects,dropped_objects
12,vehicle banksman swing no injury sustained shackle reported to supervisor load employee was rigging,lifting_ops,lifting_ops
12,wrench valve handwheel caught between hand point employee was during routine operations chemical first aid administered,hand_injuries,hand_injuries
12,chemical during routine operations skin contact valve handwheel acid work was stopped employee was splash exposure,chemical_exposure,chemical_exposure
12,height scaffold deck below dropped fell tool investigation initiated employee was at the facility,dropped_objects,dropped_objects
12,reported to supervisor sling lifting plan at the facility dropped rigging lift load work was stopped,lifting_ops,lifting_ops
12,swing spotter first aid administered employee was during routine operations collision vehicle blind spot forklift,vehicle_incidents,vehicle_incidents
12,investigation initiated eyewash during routine operations reported to supervisor chemical exposure skin contact vapor mud,chemical_exposure,chemical_exposure
12,no injury sustained trip work was stopped walkway investigation initiated speed handrail housekeeping stairs,vehicle_incidents,slips_trips
12,impact finger valve handwheel reported to supervisor employee was during routine operations caught between laceration glove,hand_injuries,hand_injuries
12,handrail footing housekeeping mud during routine operations trip scaffold at the facility investigation initiated,dropped_objects,slips_trips
12,wrench no injury sustained employee was hand valve handwheel splash reported to supervisor caught between laceration,hand_injuries,hand_injuries
12,housekeeping footing reported to supervisor at the facility wet surface work was stopped slip mud tagline,slips_trips,slips_trips
12,blind spot during routine operations reversing work was stopped seatbelt collision no injury sustained swing spotter,vehicle_incidents,vehicle_incidents
12,dropped reported to supervisor housekeeping first aid administered tool fell impact during routine operations object,chemical_exposure,dropped_objects
13,impact deck below work was stopped employee was height at the facility scaffold tool wet surface,dropped_objects,dropped_objects
13,during routine operations handrail at the facility mud footing cable work was stopped point housekeeping,lifting_ops,slips_trips
